words,label
"riot, effects, oh, sort, reworked, found, first, gory, movie, grows, adaptation, sequencing, kinky, shock, real, acting, see, shakespeares, merits, choreography, soundtrack, go, nice, start, appreciating, william, love, second, come, dialogue, times, also, nottoobad, sensual, watch, good, solid, masterpiece, shocking, special, ending, violent, watched, third",1
"even, majestic, keeps, bruno, dress, jealous, 1st, characters, makes, yet, details, certain, dwarfs, white, movie, really, bitter, felton, given, satisfying, van, attitudes, responsible, think, supposed, bibiddi, better, arrogant, nose, old, love, kind, prince, make, story, list, way, sticking, best, gentle, sure, chap, verna, like, snobbish, return, sleeping, clear, temper, takes, isnt, however, pink, genre, france, disneys, despite, two, duke, somewhere, plenty, hilariously, actors, reasonable, smart, classic, mice, mouselike, ugly, dog, little, wouldnt, film, birds, enchantment, luis, though, somehow, classicsbr, stepmother, lucifer, brings, perraultbr, funny, dated, shes, personality, although, simple, delicate, snow, much, back, annoying, lady, malicious, dukebr, facial, comes, certainly, theres, cool, outofthisworld, walks, masterpiece, favorite, failure, momentsbr, saved, animated, important, situation, drizella, pretty, amusing, tremaine, nicer, right, spectacular, yes, cinderella, character, known, selfish, towards, truly, 12th, top, tale, eleanor, many, mean, nice, beauty, magic, daughters, main, colossal, jaques, suppose, philip, cold, marion, among, godmother, himbr, one, theyre, devilish, might, cat, well, voice, similarlookingbr, grand, stepmothers, kings, talented, inspired, name, darlington, place, quality, artwork, james, hilarious, deserves, expressions, something, charles, short, hand, audley, rootenbr, doubt, told, fairy, bobiddi, lovable, always, disney, soundtrack, seven, air, nothing, king, anastacia, works, godmotherbr, palace, simplelooking, based, ironically, charming, macdonald, song, gus, arent, cruel, humorousbr, hes, good, agrees, pleasant, likable, boobr, beautiful, never",1
"cities, pay, different, saw, first, ever, wow, kong, took, wrestling, 3, king, main, match, great, cage, wrestlemania, steel, view, one, indeed, hogan, good, event, takes, per, bundy, hulk, place",1
"roles, policechief, cousin, fever, sense, men, epidemics, airborne, assume, found, minor, recognition, first, paul, pneumonic, ever, biological, panic, richard, risk, thug, difficulty, eye, falls, infectionevil, ship, bubonic, instead, cargo, responsible, think, urgency, killers, immigrant, neorealism, efficiently, mans, service, cityscape, black, owes, kind, widely, illegal, europe, 100, attempts, know, pollute, best, new, passing, grotesque, outbreak, chose, mortality, convinces, get, europes, murdered, violence, 1995, like, devil, illnessbr, deadly, slums, however, killer, despite, personification, cradles, killing, two, conclusion, decadence, depicted, plenty, terrified, actors, object, placing, streetrats, kazans, else, ill, blackie, played, guy, work, widmark, film, form, health, , sewers, infected, largely, though, valuable, subject, ebola, palance, authenticity, grovelling, comparisons, manhunt, invisible, fits, clinton, also, dassins, strong, rate, officer, masters, finally, safe, primary, kazan, theres, counterparts, pathetic, board, nonprofessional, undertake, defend, human, id, invincible, believed, would, american, palances, virus, hoodlums, capturing, wolfgang, homicide, lest, elia, angularjawed, thomajan, spread, character, ascribing, jack, brought, morgue, effectively, us, reeds, doubtful, fresh, humantohuman, melodrama, untreated, venturing, many, 1950, director, approach, across, authorities, satan, burden, world, irony, deduces, plague, transmitted, times, hired, destruction, vibrant, feet, among, douglas, one, working, hunt, location, unnoticed, noted, approaches, dregs, constantly, decision, society, still, inoculated, third, life, terror, noir, horrifying, something, death, pure, civilised, title, basically, nevertheless, population, identified, thriller, occasionally, thing, borrowed, man, citywide, misguided, uses, explode, enemy, lackey, younger, night, ascertain, stopped, misdeedsbr, always, movies, arms, swept, air, undetectable, liable, must, display, filthy, presumably, viewers, years, faux, streets, bay, city, visual, zero, mostel, serves, charming, unsettling, vessel, fished, anything, charismatic, affection, orleans, public, medieval, reed, 1949, staff, dying, lending, poldi, time, mutation, blackiesatan, seen, petersens, italian, never, underground, british",1
"teacher, even, decrease, deduce, earthquake, dusty, men, share, may, unto, obviously, easy, impressed, stances, children, white, greed, closely, try, tend, impression, given, ten, aided, fueled, opening, depending, instead, mess, attitudes, think, messages, better, relative, dominate, elevenminute, documentary, arrogant, outset, countries, understanding, almost, wtc, story, rather, great, way, antiamerican, stoning, greater, new, shrouding, made, fanatical, get, rejectable, reading, insist, portrays, dumb, find, like, establishes, mentality, say, clear, suffer, political, radical, simply, however, terrible, abetted, two, planet, theme, ruthless, eleven, caused, uk, yardstick, put, segment, uselessness, attack, whereas, manifested, people, leaders, helps, priority, become, wonderfully, janeiro, company, magnitude, adopted, series, italy, little, film, possible, iranian, merits, living, impress, turmoil, afghanistan, set, blow, result, continue, delve, clearly, seem, chaos, much, simple, adopt, cover, happen, mine, politicians, event, distortion, learnt, accurately, styled, plain, let, either, would, everybody, ground, important, perspective, cameramen, tv, multilateral, learning, invaded, seeing, evidently, individually, islamic, cannot, judge, heads, common, everywhere, bush, outer, aznar, us, york, prophess, complete, anyone, scene, house, trying, reaction, many, director, dismal, comprehend, djakarta, george, women, main, world, occurred, force, international, times, pieces, wherever, everything, affect, gearing, one, ordinary, might, students, lagos, diverse, met, irak, ie, macho, lesson, stamping, rest, news, rio, begin, belief, intolerant, un, different, freedom, death, present, hand, nations, america, dastardly, thing, blair, proamerican, happened, stated, seems, directors, segments, things, destructive, translated, totally, rich, harbouring, going, humanity, number, de, posture, bent, economical, fundamentalism, perspectives, persuasion, usa, years, tops, whole, israel, elsewhere, viewpoints, link, mongolia, anything, thus, equal, separate, level, distances, neighbour, perhaps, proportion, disaster, good, time, alone, varied, seen, helping",1
"even, questionable, socially, men, shows, discussion, characters, makes, found, first, date, white, goingbr, thug, movie, really, portrayed, real, sorry, think, consideration, less, scared, says, black, wasnt, inability, track, justify, great, way, blackgood, made, get, dumb, find, 1995, like, perfectlybr, rhymes, say, void, skinheads, somewhat, teen, girlfriend, racism, awkward, roommates, kristen, people, part, omar, befriended, getting, harassment, shot, played, guy, work, film, itbr, ice, kills, wellbr, flair, epps, emotional, deals, though, come, dont, done, engineerbr, seem, beat, failing, although, fit, much, evil, unfair, appear, intellectual, boyfriend, badness, account, true, ethic, raped, sad, right, nazis, deal, hot, missing, chip, constant, generally, playbr, rappers, anger, couldnt, whitebad, wanted, gangs, experiment, read, bad, politicallybr, fill, young, groups, trying, many, mean, seemed, roommate, piece, straighten, social, one, take, terms, professor, well, met, whatever, inconsiderate, economic, self, peoples, rappaport, feel, life, cube, coulda, seriously, girl, busta, added, took, nobr, didnt, see, period, things, remys, star, movies, involved, perspectives, devolve, overall, misguidedbr, flawed, kept, police, arent, showed, level, angry, plight, accepted, good, michael, time, comments, shoulder, sexuality, remy",1
"gets, standards, together, tour, instance, videos, starts, children, wants, plot, movie, save, real, candy, published, stand, kind, story, absolutely, great, know, chased, get, 1988, dance, say, friends, isnt, came, discovered, fantastic, getting, wait, speed, doublealbum, guy, haft, film, later, hocked, moonwalker, today, parents, startsbr, mr, performance, come, carrier, protect, kidnapped, also, turning, amazingbr, big, evil, drug, robotspaceship, true, chase, plans, feeling, coolbr, effects, tv, child, amazing, bad, fx, demon, 3, every, leave, nice, drugs, magic, abuser, world, history, family, addictbr, front, familybr, days, one, indeed, might, mirror, special, order, michaels, adventure, popcorn, kicks, yeah, basically, man, ends, segments, kids, recommend, see, music, smooth, night, sequences, etc, whole, jackson, collage, criminal, alleged, alone, michael, impressive, spend, video",1
"drive, low, moot, movie, really, cheek, try, real, monsters, think, reawakens, hasbr, old, kind, attempts, way, authentic, alien, sure, similar, tongue, charmingly, lost, find, like, creek, fake, clear, isnt, killing, beast, locals, eats, sending, fiction, little, film, drivein, mayhem, stop, suspension, want, farther, send, budget, monster, changed, feature, much, mix, screening, available, cool, science, would, look, drops, effects, deal, sort, rendered, recent, ago, unfortunate, trespass, away, fun, filmmakers, films, spoof, everything, around, meteor, used, special, size, perfect, terrorize, motion, coming, life, long, skeleton, double, luck, audience, area, horror, wars, lake, cadavra, quaint, crater, star, plesiosaur, movies, etc, shots, sky, boggy, monsterbr, spoil, disbelief, actually, frequent, triple, head",1
"long, got, rpg, effects, places, fintasy, amusing, bored, 8, attack, several, battle, futuristic, characters, lovely, map, incredible, huge, fantasy, past, enemies, kinds, harm, happened, ambientation, dragoon, depending, series, dialogs, fiction, enemy, music, games, remember, aim, remarkable, go, middleage, transform, combines, system, final, want, cant, magic, story, script, legend, years, best, game, jewel, animation, modern, fist, one, finally, muse, actually, like, good, support, special, perfect, science, heard",1
"even, dean, naiveté, may, shows, count, show, really, cain, lead, unless, cuddly, betsy, kind, petes, great, along, best, similar, find, reality, like, teen, mare, sweet, hates, easily, pete, actors, without, else, break, christopher, cast, gives, mom, late, though, sumpter, come, role, brother, arcadia, glad, clubhouse, either, look, right, sister, character, joan, legs, overly, young, round, peopleyoull, nice, episodes, main, family, anyway, terrific, check, kirsten, one, blitz, take, pill, quite, members, still, rest, jeremy, long, television, appealing, lloyd, nothing, likability, storms, winningham, cares, good, worth",1
"even, side, keeps, sucked, correctly, next, newcombe, together, needed, warhols, makes, found, substance, first, wants, revolution, troubles, dysfunctional, failurebr, absorbed, fight, album, black, love, success, make, story, europe, great, along, know, unstable, crew, best, transcends, get, performing, escape, stupid, commercial, find, like, viewing, say, rivals, friends, thinking, timoner, fights, bands, record, two, moving, dandy, car, change, hate, reveal, people, huge, complaining, band, jonestown, taylor, dig, wouldnt, film, crash, interesting, though, skill, prolific, bash, anton, dont, lot, done, hear, consume, much, moment, dandys, happen, back, musically, praising, doesnt, instruments, would, dull, courtney, stuck, fighting, slow, towards, wanted, amazing, gigs, label, brian, whats, scene, happens, many, whybr, drugs, successful, world, wont, hard, races, 45mins, followed, wanting, play, could, times, reason, massacre, create, documentaries, one, depression, ondi, another, draw, constantly, messiah, self, relationship, talented, 1h, members, still, alcohol, piecing, deserves, job, waiting, respective, created, course, didnt, see, music, feels, always, go, cant, seven, leads, second, hit, years, musician, thats, amount, friendship, year, arent, telling, hole, focus, reach, disappointed, good, time, went, bjm, revolutionbr, footage, never, underground",1
"pretty, 7, slow, gave, produced, mostly, job, 13, 10, aspect, attractive, syfy, children, face, movie, weak, campbell, bad, position, fair, work, acting, film, complete, lead, music, think, leather, better, creepy, nothing, elements, enjoyable, women, scenes, channel, entertaining, worse, bruce, story, sex, lot, great, lighting, along, brooding, gore, modern, appropriate, angel, reviews, clean, reading, camera, violence, find, annoying, devil, watch, predictable, qualify, good, sounding, remarkably, enough, gay, thought, quite, still, watched, would, actor",1
"bring, scream, tears, may, yet, first, ever, date, drag, movie, aboutbr, given, crude, desperately, wisely, dialogues, make, impact, excellent, performances, way, emotion, best, nana, mad, looks, made, sure, get, commercial, like, say, kamina, however, terrible, despite, record, tum, came, boyish, actress, moments, weakest, aish, people, ishq, actors, without, getting, karisma, besides, khan, skills, editing, worst, especially, little, naval, comedy, though, adding, afterwards, bhaje, performance, come, adorable, boring, kapoor, deepti, belonged, strong, beat, role, chosen, moment, much, facial, picturization, beginning, properly, certainly, miley, doesnt, language, feeling, would, pretty, saved, right, fighting, type, hot, dil, probably, zubeidaa, anger, poor, dancing, brought, top, bad, damroo, acting, overly, eyes, glossy, scene, disturbing, final, seemed, wont, half, paced, extremely, comically, shahrukh, one, well, lyrics, kid, another, suspense, hum, pukara, perfect, place, feel, spoken, officers, expressions, leaving, audience, throughout, fatherinlaw, motherinlaw, thing, sanjay, mood, direction, didnt, see, theater, body, songs, go, ironic, nothing, must, fiza, viewers, brag, ive, song, boy, police, tries, srk, wasted, patekar, good, alone, time, rave, seen, written, ne, rough, stands, never",1
"pretty, right, downbr, fontanas, writing, tv, prisonbr, info, something, brilliant, others, produced, stuff, bill, yet, show, unit, actors, first, tom, brutal, proves, newcomers, caught, hbos, mindblowing, stomach, kids, hbo, series, thankyou, directingbr, violent, push, finished, inside, end, sadly, skeptical, experimental, cant, want, highly, security, masterwork, folks, recommended, seasons, everbr, experiences, know, fits, pieces, also, site, hands, oz, get, one, approaching, addictive, followbr, senses, maximum, onehour, season, 4th, isnt, however, enough, limitoz, departments, still, sbs, would, 6",1
"american, important, culture, succeed, depressing, timeless, characters, except, yet, people, without, bronx, movie, try, street, neighbors, youth, collection, give, satisfying, york, young, always, movies, dweller, ending, elements, accomplished, rebel, entertaining, piece, history, story, city, way, done, cause, new, one, simple, started, realistic, comes, buy, time, believable, permanent, recognize, fascinating, never, odds, birth, would, life",1
"stunning, action, remain, write, confronted, try, bombing, give, mind, better, fight, emotionalvisual, love, words, story, great, carried, transcends, made, showing, lovers, youll, say, describe, return, takes, portray, small, classic, cranes, separated, consequences, flying, ill, played, film, explosions, also, delicate, comes, theres, veronika, important, futurebr, kalatozov, war, scene, director, samojlova, final, away, relevant, beauty, technique, main, world, scenes, films, could, anyway, front, hurricane, symbol, message, another, perfect, place, life, long, gorgeous, anywhere, wind, pure, title, deeply, happened, boris, emotionbr, wars, leitmotif, anytime, images, protagonist, works, second, provides, lightnings, powerful, seasons, sky, tatyana, waits, hope, visually, directly, nature, unison, im, underlines, touched, time, stands, image",1
"gets, jaded, saw, thank, horrordiamonds, first, brits, crafted, try, sequence, think, completely, less, awestruck, point, americans, wits, make, story, dark, surely, know, sure, get, need, element, find, like, devil, say, convey, frankly, unlike, single, film, remember, end, moran, favourite, atmosphere, dont, set, eerinesschilling, potent, pride, suggestion, safe, effect, happen, subtleties, sheer, brimful, menacing, either, right, becomes, probably, diamond, flat, inevitably, whimper, perfection, acting, fails, every, anticipation, caseof, note, world, history, films, piece, could, pieces, reason, one, take, deserve, exactly, fan, special, insanity, creepinessin, order, scare, demented, short, pure, power, pauline, horror, course, see, scary, nothing, rely, must, said, frightened, whole, terrorized, thats, contains, honestly, impeccable, art, time, wonderful, never, brilliance",1
"even, practically, making, mutants, chevy, earth, globalization, really, olen, parody, give, lead, independent, leadif, almost, serious, make, summarise, dark, performances, great, manner, best, experienced, new, fred, droid, say, isnt, class, topless, portray, actor, androidsthere, put, allows, futuristic, smuggler, valves, gunner, film, realize, pleasure, redeeming, rivaled, living, onto, marc, performance, collecting, budget, watching, equation, draft, maybe, criticize, chase, humour, doesnt, flawless, sensation, fletch, scifi, tim, bounty, jack, scandinavian, matter, ford, everyone, director, possibly, droids, ambassador, neonlit, filmi, legend, dry, bmovie, could, wed, rarely, hands, skimpy, take, well, comparable, statement, self, dare, warehouse, pipes, halfhearted, perfect, quality, delivers, title, seriously, thomerson, singer, lines, ends, ray, seems, grinding, attempt, involved, resulting, works, matters, said, sidesplitting, delivery, eternally, transfers, fun, watched",1
"even, sense, saw, makes, movie, morning, sorry, understand, south, group, old, commenting, words, convulsed, make, absolutely, understandbr, way, experienced, made, like, gamebr, respectfully, turner, frankly, people, request, classic, current, film, today, preceded, drivein, , offering, though, timers, funny, dont, game, back, theres, language, produced, age, speak, young, please, deliver, marvelous, history, films, heaven, familybr, laughter, bygone, issues, enchanting, addressing, 1959, refrain, delight, feel, different, mebr, delightful, embarrass, 90, mating, period, younger, theater, movies, said, years, slice, unique, youre, 11, watch, generation, comments, thought, watched",1
"long, writing, tv, explaini, greatest, goneanywaylost, became, people, believe, actors, first, raised, isfirst, richard, questions, island, undeniably, charm, jacobwhy, issue, controversial, series, wrongi, writersi, 3, think, disappearwho, revealed, extraordinary, alperta, cant, highly, writers, directingthe, foghow, seasons, complexfor, instancewho, great, lot, continue, best, allit, islandwhats, mysteries, lost, polar, season, bears, confidence, time, wonderful, two",1
"even, may, found, russian, think, older, old, words, almost, rather, 100, know, manner, able, tell, made, audiences, like, somewhat, terrible, creaky, people, actors, cherkassov, played, little, later, film, speaking, classics, subtitles, though, absorbing, dvd, done, watching, modern, although, worded, garbled, exists, would, right, archaic, nevskyi, ivan, version, poor, whether, library, please, stilted, slavonic, nice, strangely, history, hard, play, presence, one, pick, reflect, poorly, exactly, using, quite, complaint, several, groznyi, alexander, beautifulbr, throughout, church, music, soundtrack, rely, years, videotape, cinema, enhanced, nowadays, perhaps, sound",1
"roles, liam, makes, movie, passion, cunningham, carefully, undying, scenery, point, love, conditions, sex, story, excellent, dirty, way, get, need, portrays, violence, find, like, youll, upon, unattractive, actress, actor, depicted, scottish, actors, roth, captivates, appeal, skill, dont, watching, enjoy, evil, marquee, attracts, true, rob, charisma, neeson, look, important, gratuitous, disgusting, tim, macgregor, romance, lange, early, jessica, unavoidable, environment, scenes, history, legend, times, symbol, one, popularity, well, used, another, wife, special, quite, perfect, glamorized, mary, something, accent, audience, century, blood, various, scotland, told, roy, 18th, rely, names, robert, listen, telling, actually, youre, woman, good, beautiful",1
"incident, bring, cowriter, gets, necessary, low, next, jaded, guess, shows, handheld, porn, movie, really, shame, attention, given, curtains, instead, think, sin, arrives, highly, rated, mcdonald, sex, story, far, excellent, great, new, yay, looks, made, escape, get, problem, like, takes, girls, pointless, two, ending, jobs, krooth, never, boo, decide, okay, people, hide, actors, gugino, discovered, complain, getting, lesbians, christopher, essentially, tad, little, film, beach, want, standout, sometimes, graphic, dont, bares, learn, budget, fits, also, done, watching, game, considering, although, feature, much, orgasm, comes, back, carla, taken, uber, harsh, theres, whiles, meets, masterpiece, doesnt, pastbr, look, got, pay, info, chris, character, soft, amazing, scene, happens, demands, trying, caryn, director, core, scenes, times, reason, one, kinda, borders, rapes, draw, town, 16mm, erotic, talented, rest, makingbr, feel, nude, day, something, job, attempting, fault, gifted, girl, past, sake, close, couple, hospital, kids, drinks, course, didnt, see, things, since, music, holds, go, enjoyable, sexual, second, r, city, hope, anything, cinema, soon, actually, bit, watch, youre, woman, good, trial, time, crappy, spend, beautiful, court, fun",1
"talking, arguebr, threads, found, impressed, changes, children, first, customs, innumerable, longer, given, politics, zetajones, alternative, think, versions, particular, superiority, agree, almost, wasnt, story, far, performances, know, made, reading, poverty, like, laughable, 9, say, numerable, arguably, lindsay, notbr, karl, shah, desperatebr, fantastic, nuanced, paterson, complain, verbatim, compelling, especially, quick, improved, series, film, regarding, production, 710, system, though, pakistani, farmer, dont, dialogue, episode, also, watching, changed, seem, much, evil, finally, back, beginning, certainly, developed, reached, toro, would, brilliant, score, yes, character, appreciated, prime, hours, read, blanket, analyze, ways, acting, specifically, rewatched, format, understandher, many, desperate, skeptical, ormand, mean, 5, opinion, videofilm, turn, women, sit, wont, scenes, family, duncan, within, superiorbr, hahahaha, outclassed, cold, reason, catherine, reviews, regard, days, careful, fleshed, mini, statement, valid, examplebr, feel, toros, germans, officers, superior, exist, delivered, someone, 8, pure, 10, husband, miniseries, stood, adaptation, cinematography, course, didnt, see, thread, areas, benicio, finished, throughoutbr, theater, go, cant, nothing, nation, editingbr, said, unconvincing, vastly, thats, ive, riches, kept, police, level, actually, im, youre, good, anchor, aspects, del, comments, likable, enough, opposed, 10br, borderline, sound, progressed",1
"everyday, hot, someone, unlike, may, characters, people, found, handsome, deeply, dancing, film, see, young, lives, touches, films, dreams, hollywood, finally, find, depressed, normal, offices",1
"local, laid, making, put, high, owner, savings, parlor, mid, movie, acquire, mood, vehicle, bad, captures, responsibility, use, van, custom, pleasure, drivein, joint, graduate, finds, 70s, hero, love, marvelbr, world, unintentional, come, category, dreams, simpleminded, goodnatured, humor, spends, bobby, owning, entire, commence, much, back, mine, picked, guilty, good, sharing, coolest, ballroom, quickly, pizza, enough, girls, school, mechanical, heartache, danger",1
"even, side, thompsonwhat, makes, ever, matthew, movie, welldeserved, given, prejean, actresses, understand, think, messages, better, weight, agree, rather, know, way, susan, penalty, made, escape, hollywood, need, deep, debate, industry, like, shed, say, however, carries, greatest, robbins, people, incredible, anywaybr, sarandon, especially, least, 25, torment, wouldnt, film, interesting, griefstricken, parents, performance, word, shes, deserved, taken, 2, human, doesnt, person, witnessing, would, accurate, got, constant, brilliant, sister, tim, awaited, oscars, yes, couldnt, amazing, savaged, every, everyone, anyone, understandably, mean, opinion, thoughtprovocing, victims, oil, lack, artificiality, helen, one, lightly, portrayal, lorenzos, long, gave, death, bravobr, credit, needless, course, see, feelings, emma, cant, portrayals, sides, oscar, said, years, heartwrenching, good, time, deathpenalty",1
"greatest, aspect, easy, flashes, incredible, without, four, yukio, film, every, exceeds, many, flashback, soundtrack, ability, forward, stories, films, story, pace, levels, complicated, mention, also, able, fourth, tell, losing, philip, glass, flows, telling, one, back, chapters, well, watch, joy, aspects, difficult, mishima, life",1
"standards, nomadic, accounting, slowly, proceeds, follows, may, filmed, saltmen, become, questions, movie, uncomfortable, especially, quest, annual, thousands, film, indigenous, month, see, always, remarkable, tibet, lives, many, group, rush, traditional, piece, make, pace, viewers, years, history, dont, manner, two, modern, get, one, focusing, western, tribe, unfortunately, well, future, moves, beautifully, time, salt, peoples, tribesmen, still, gods, worth, preserve, life",1
"got, idea, pam, kicks, grier, julian, death, gem, seriously, classic, kong, playmate, movie, really, rap, switch, travels, aintbr, learned, little, gives, afro, mama, scene, brothers, songs, soundtrack, ass, less, convincing, shaw, kung, offers, performance, blaxploitation, jeannie, jackie, dont, great, frombr, brown, clothes, everything, bell, expect, hong, quentin, take, avenge, watch, light, used, stan, solid, frequently, usually, loses, quickly, genre, tarantino, fun, giant, fu",1
"even, american, starting, care, put, slow, television, people, believe, show, potential, cancel, summertime, miss, talent, really, given, bad, think, singers, many, though, hasty, singing, wasnt, grow, know, done, deserved, wish, enjoy, watching, move, year, much, chance, started, back, beginning, home, idol, feel, reconsider, judges, thought, wee, would, competitions, complaint",1
"thrills, carry, runner, keeps, adventure, type, subsequent, 13, sort, pure, characters, may, part, first, relies, yes, movie, try, achieves, effective, sweden, little, later, film, straight, concentrates, 710, overkill, survival, whilst, works, second, perfectly, dialogue, story, years, set, great, handsomely, along, adheres, playing, protagonists, amount, ticking, escape, smashing, simple, plays, thru, big, well, reach, aims, frame, thumbs, run, suspense, believable, time, dare, pre, british",1
"pretty, 2007, tv, regionbr, found, denver, scratch, movie, learned, took, mountain, played, looking, acting, 80s, cliché, campy, pleased, georgetown, colorado, real, always, still, expected, old, said, channel, west, come, story, full, also, boy, made, sure, get, foney, big, chance, home, like, surprised, watch, predictable, im, certainly, good, john, cool, itchbr, town, fan, clichés, christmas, decent, hallmark, filmbr, never, watched, place, actor",1
"roles, c, supporting, celebration, characters, needed, makes, show, falls, lender, particularly, supposed, versions, better, interpretations, old, love, great, call, way, performances, best, new, made, stewart, holiday, keep, like, potentiality, fine, class, woodward, radiate, whove, stern, imdb, change, ebenezer, people, carol, part, spirits, classic, alastair, enjoyed, potter, traditions, guy, britain, little, captures, 20th, concentrates, film, joins, late, warner, somehow, mr, sometimes, bob, hearty, lot, sadness, money, done, owen, evolved, much, miser, sim, taken, behave, rungs, christmas, doesnt, happiness, according, struggle, pretty, thanks, wake, slipped, filmed, scott, david, nephew, whether, driven, ago, tale, us, cratchits, lonely, worldbr, dickens, stay, george, reminded, meanness, hard, twist, cratchit, play, secular, social, patrick, among, londonbr, one, trace, bedford, home, well, points, scrooge, three, still, life, tradition, long, live, bailey, counterpart, middle, charles, timeless, present, commentary, archived, yorkbr, edward, century, religious, spirit, past, thing, street, couple, told, scroogebr, feels, humanity, humbug, howbr, works, uncle, 19th, years, whole, case, ghost, 32, forget, root, merchant, hes, good, time, redemption, lower, reginald, visit, oliver",1
"even, may, details, makes, porn, proud, really, leonard, attention, vanity, real, exploitive, frankenheimer, wasnt, sex, make, script, excellent, made, say, guilty, publicity, actors, last, classic, consultant, least, ron, shot, ann, little, film, pleasure, performance, margaret, also, role, appear, john, raped, got, forgotten, elmore, iii, liked, trebor, effective, sleazy, young, blackmail, shouldnt, early, difference, drugs, main, williams, terrific, hired, clarence, full, reason, another, scheider, murder, jeremy, others, gave, kelly, thriller, appearance, stood, direction, roy, always, star, scary, said, robert, case, ive, taut, porno, hes, good, preston, thought, parts",1
"lace, saw, jealous, observed, first, plot, nicked, costumes, finest, settings, shetland, starring, looking, mind, sanatorium, naunton, posh, old, love, ashenden, independence, story, great, know, best, plays, lovers, culver, two, harlow, melancholy, people, bird, last, wonderfully, played, film, huntley, health, stole, though, mr, 1910s, 20s, set, subtle, episode, also, chosen, moment, interior, detail, types, hat, roland, usually, makers, shawls, exquisite, fussy, 30s, wayne, soppy, whether, raymond, young, every, scene, 1950, convincing, overlaid, tells, full, ladies, comical, ie, resents, mexican, wife, wifes, live, kipling, china, middle, present, job, husband, appealing, man, emotions, created, seas, period, harrows, gable, wish, pompous, lovingly, good, impressive, never",1
"award, title, evokes, jrportrays, enjoyed, character, movie, emotions, radio, couple, gooding, perfection, nominationthe, film, crying, many, compassion, performance, story, sincerely, based, laughing, view, worthy, cuba, obvious, theres, academy, true, enough, perfect, feeling",1
"laid, outpouring, electronics, aids, next, men, stopping, may, sailed, children, grainy, earth, given, think, exploits, selling, old, hero, almost, kind, sea, engrossing, way, lost, handed, events, spoiler, metre, analysis, people, publicity, logs, yonder, last, without, worst, essentially, remember, logical, pregps, edited, fervor, eventually, also, fit, big, chance, solo, including, effect, race, wide, enterprise, would, situation, cruise, 13, seeing, wanted, known, whether, devised, communications, many, kick, hard, films, land, navy, cheat, behind, one, working, francis, suicide, grand, plan, life, wifes, ocean, something, follows, miles, prepared, seriously, boat, competitor, seems, entirely, horizon, seven, start, attempt, second, oceans, 4, recall, knighted, public, grip, competitors, time, went, enough, footage, falsified, competitions, even, starting, knew, australia, together, sponsor, robin, white, brits, pretend, profound, pros, realized, yacht, success, wasnt, vanish, make, prize, left, clamour, olympic, national, thinking, queen, ready, uk, single, radio, guy, britain, recordings, late, end, living, dont, unable, bankrupt, previous, much, careers, calculate, business, theres, human, thoughtful, taking, provoked, proved, metal, elaborately, fact, waited, turn, marvelous, world, could, moitessier, knighting, around, succeeded, golden, another, access, quite, still, navigation, five, sneak, fastest, water, past, doubt, couple, gps, journal, direction, 1968, stopped, quaint, oblivion, always, scrutinized, riding, means, endless, soon, nowadays, perhaps, receivers, beautifully, never, british, thousand, excellently, easy, found, committed, first, certain, truth, movie, raise, looking, queued, figure, love, quitbr, detection, route, recommended, atlantic, experienced, need, return, regularly, spent, ski, todays, abruptly, mostly, faced, ridicule, patriotic, signed, face, army, considered, fated, ships, stop, crowhurst, knowing, come, england, set, meant, money, winning, blot, popular, back, brazil, suggests, movingly, look, saved, important, deal, tv, spectacular, liked, truly, poor, pulling, sanity, gutsy, round, en, yachtsmen, weekend, force, johnston, half, within, watertight, knox, losing, reason, chichester, horn, well, ignominy, 16mm, place, long, globe, crowhursts, different, pound, ensuing, journey, responsibilities, sailor, position, didnt, cape, bankruptcy, nothing, sir, thin, overall, stoppingbr, year, leaking, deck, aspects, hardships, idea, saw, became, journalists, really, key, standing, searching, understand, mind, isolated, highly, black, audio, riders, contact, attempted, drives, jump, made, escape, started, reality, entrepreneur, 2nd, mystery, hull, eagle, retaining, everyday, enigmatic, huge, argentina, leaders, literally, albeit, eddie, ill, later, film, 60s, blue, possible, search, horse, interviewed, afterward, step, failure, pretty, bernard, tahiti, refit, probably, french, line, southern, bad, lonely, every, leave, strongly, suspect, discovery, riven, archive, self, erratic, 100000, feel, completed, adventure, middle, anywhere, sons, attempting, 10, throughout, nowin, chain, man, dropped, see, pull, since, go, number, months, air, must, years, offshore, donald, watch, dowdy, amateur, written, ex, wonderful, circumnavigation, school",1
